Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
0	-2561.53	-2886.509	324.9786	1.908631	1.069823	0.9420319
6	-2576.022	-2901.075	325.0536	1.85232	1.002918	0.9902158
12	-2562.245	-2887.517	325.2719	1.850777	0.8342544	0.9523967
18	-2582.956	-2908.11	325.1536	1.894499	0.9258317	0.9242913
24	-2581.828	-2906.58	324.7522	1.774307	0.9723238	1.350554
30	-2578.617	-2903.85	325.2329	1.822908	0.7913446	1.068252
36	-2573.399	-2898.56	325.1616	1.839706	0.8381559	1.068252
42	-2572.488	-2897.743	325.2548	1.871372	0.7792435	1.01452
48	-2568.595	-2893.772	325.1772	1.882877	0.8757544	0.9690295
54	-2571.865	-2896.824	324.9582	1.876371	1.107128	0.9607108
60	-2595.269	-2920.385	325.1157	1.947827	0.9672503	0.8574678
66	-2602.744	-2928.015	325.2717	1.881787	0.8254197	0.9303349
72	-2568.994	-2893.064	324.0705	1.599391	1.2796	1.774208
78	-2578.763	-2902.714	323.9504	1.587806	1.445992	1.774208
84	-2580.373	-2904.307	323.9343	1.560534	1.3389	1.861601
90	-2569.987	-2893.619	323.6316	1.521996	1.424499	2.045942
96	-2566.271	-2890.299	324.0285	1.526549	1.368881	1.803838
102	-2578.276	-2902.168	323.8925	1.456392	1.312029	1.975026
108	-2566.401	-2890.532	324.1307	1.50959	0.947718	2.00355
114	-2568.43	-2891.556	323.1261	1.423591	1.56743	2.36847
120	-2570.922	-2894.23	323.3075	1.337417	0.9247609	2.653841
126	-2575.265	-2898.554	323.2888	1.235294	1.034313	2.659658
132	-2565.391	-2888.05	322.6583	1.243082	1.414737	2.83975
138	-2570.344	-2893.93	323.5858	1.436347	1.103651	2.30642
144	-2584.143	-2907.741	323.5984	1.462834	1.223687	2.212529
150	-2579.455	-2903.245	323.7905	1.505865	1.187893	2.079466
156	-2563.068	-2886.848	323.7797	1.410598	1.361723	2.053951
162	-2567.454	-2891.48	324.0257	1.488199	1.112747	1.980014
168	-2573.917	-2898.123	324.2053	1.473214	0.9602371	1.969351
174	-2588.252	-2913.022	324.7698	2.397881	1.030959	0.4404141
180	-2587.54	-2912.384	324.8442	1.79182	0.9414169	1.288107
186	-2594.119	-2918.699	324.5791	1.659079	0.8624925	1.654936
192	-2585.1	-2909.244	324.1443	1.509907	1.01487	1.948621
198	-2579.717	-2904.271	324.554	1.572952	0.8919899	1.71091
204	-2575.546	-2900.803	325.2576	1.964775	0.8572226	0.8061879
210	-2589.392	-2913.7	324.3083	1.545015	1.006683	1.818577
216	-2570.48	-2895.2	324.7197	1.56724	0.9514151	1.549965
222	-2567.937	-2892.962	325.0248	1.698129	0.7946641	1.349601
228	-2559.107	-2883.908	324.8005	1.752712	0.9475759	1.349601
234	-2572.347	-2897.252	324.9052	1.663207	0.9330557	1.349601
240	-2564.386	-2889.146	324.76	1.740264	0.9994991	1.349601
246	-2567.38	-2891.946	324.5655	1.756723	1.116467	1.401295
252	-2565.953	-2891.012	325.0593	1.68878	0.7300584	1.392059
258	-2563.326	-2888.013	324.6872	1.594456	0.9956998	1.520331
264	-2563.219	-2887.987	324.768	1.680089	0.9268167	1.448358
270	-2580.819	-2905.649	324.8299	1.708018	0.9268167	1.378864
276	-2567.676	-2892.896	325.2201	1.653446	0.7043654	1.318661
282	-2572.207	-2896.912	324.7047	1.659837	0.812167	1.60525
288	-2573.376	-2898.248	324.8726	1.699071	0.9563324	1.327633
294	-2580.798	-2905.216	324.4183	1.662513	1.213268	1.519272
300	-2578.16	-2902.683	324.5231	1.643974	1.214045	1.45379
306	-2577.713	-2902.546	324.833	1.615098	0.9200641	1.45379
312	-2560.519	-2885.486	324.9668	1.737215	1.100695	1.093851
318	-2563.015	-2887.709	324.6937	1.653692	0.8852251	1.557357
324	-2569.853	-2894.79	324.9372	1.679436	0.9277151	1.315551
330	-2572.922	-2898.025	325.1028	1.704414	0.8657646	1.21346
336	-2586.082	-2910.87	324.788	1.696006	1.000004	1.362078
342	-2567.748	-2892.401	324.6538	1.774397	0.9909064	1.412828
348	-2563.244	-2887.883	324.6389	1.665052	1.026205	1.480931
354	-2566.426	-2891.19	324.7644	1.639256	0.9518522	1.462208
360	-2566.187	-2890.793	324.6059	1.581201	0.8978896	1.663656
366	-2575.292	-2900.169	324.8772	1.589282	0.7752695	1.562749
372	-2578.909	-2903.435	324.5262	1.756931	1.165936	1.396834
378	-2574.333	-2899.121	324.7881	1.634832	0.8492973	1.531076
384	-2574.627	-2899.677	325.0498	1.985968	0.9437965	0.917143
390	-2574.957	-2900.15	325.1924	2.050271	0.9062218	0.6946613
396	-2582.967	-2908.047	325.0795	2.080362	0.9062218	0.8175478
402	-2568.629	-2893.809	325.1807	1.91436	0.9290853	0.8672893
408	-2575.916	-2900.972	325.0564	2.030866	1.029299	0.7427284
414	-2582.582	-2907.655	325.0734	2.068554	0.974474	0.7427284
420	-2570.236	-2894.446	324.2107	1.586408	1.096418	1.797726
426	-2583.703	-2908.235	324.5323	1.635412	1.060676	1.557624
432	-2562.923	-2887.601	324.6773	1.585857	0.9761561	1.548751
438	-2563.776	-2888.313	324.5371	1.549701	1.167353	1.544691
444	-2556.799	-2881.047	324.2485	1.701408	0.951035	1.790896
450	-2557.747	-2882.238	324.4914	1.718456	1.198002	1.431685
456	-2567.769	-2892.257	324.4873	1.825823	1.399132	1.215635
462	-2604.731	-2929.551	324.8208	2.265973	1.108143	0.5922581
468	-2601.371	-2926.215	324.8431	2.148833	1.193811	0.6394715
474	-2579.439	-2904.053	324.6143	1.702574	1.302995	1.276481
480	-2560.71	-2885.362	324.6519	1.752339	1.426254	1.11762
486	-2586.981	-2911.827	324.8459	1.759202	0.9853339	1.276424
492	-2581.996	-2906.8	324.8039	2.191039	1.198101	0.6233685
498	-2571.144	-2895.795	324.6502	2.185533	1.391639	0.6231373
504	-2561.816	-2886.859	325.043	2.129025	0.997305	0.6477256
510	-2578.967	-2903.373	324.4059	1.762076	1.370549	1.352875
516	-2567.02	-2891.523	324.5025	1.884799	1.319931	1.205896
522	-2574.737	-2899.714	324.9765	1.993983	0.9361664	0.9940038
528	-2563.283	-2888.394	325.1108	1.957818	0.9530697	0.8687909
534	-2561.396	-2886.461	325.0652	1.918385	0.9827877	0.9302714
540	-2566.928	-2891.972	325.0435	1.888062	1.040866	0.9242277
546	-2573.18	-2898.359	325.1785	1.927674	0.8297866	0.9748628
552	-2578.699	-2903.835	325.1366	1.921752	0.8664838	0.9812731
558	-2575.136	-2899.906	324.7697	1.705638	0.9697318	1.392847
564	-2578.353	-2903.218	324.8653	1.674632	0.9081696	1.392847
570	-2575.038	-2899.796	324.758	2.078019	1.246317	0.8178628
576	-2574.464	-2899.58	325.1151	2.131454	0.8818508	0.7324786
582	-2568.141	-2893.355	325.2138	2.052663	0.8506964	0.7550945
588	-2556.667	-2881.788	325.121	2.009965	0.9338355	0.8168247
594	-2554.83	-2879.967	325.137	2.102022	0.9290143	0.6548079
600	-2553.152	-2878.105	324.9522	2.232094	1.014152	0.5641077
606	-2552.851	-2877.601	324.7496	2.371854	1.084608	0.5362157
612	-2566.359	-2891.476	325.1169	1.91415	0.9639648	0.8990875
618	-2557.638	-2882.61	324.9724	2.128418	1.01134	0.7489919
624	-2558.904	-2883.679	324.7759	2.128671	1.266758	0.6899623
630	-2559.734	-2884.753	325.0192	2.116663	0.967644	0.7622361
636	-2559.621	-2884.799	325.1784	2.1853	0.8230949	0.6378383
642	-2547.298	-2872.325	325.0267	2.240768	0.9162643	0.620259
648	-2559.863	-2885.029	325.1665	2.17454	0.8492139	0.620259
654	-2558.713	-2884.189	325.4762	2.246702	0.5725426	0.530644
660	-2567.202	-2892.254	325.0515	2.494638	0.6798867	0.3924642
666	-2561.942	-2887.065	325.1233	2.388766	0.7191244	0.432555
672	-2563.366	-2888.128	324.7619	2.497975	0.9292488	0.4092879
678	-2561.863	-2886.751	324.8882	2.468181	0.8262081	0.3776897
684	-2560.678	-2885.328	324.6499	2.509216	0.998581	0.3603709
690	-2563.56	-2888.115	324.5551	2.543257	1.053485	0.3518157
696	-2568.152	-2892.733	324.5806	2.514679	1.079901	0.3821273
702	-2562.456	-2887.652	325.1957	2.093634	0.8533541	0.7145498
708	-2560.319	-2885.379	325.0599	2.052737	0.9630384	0.8011325
714	-2574.924	-2899.962	325.0385	2.003843	0.912047	0.946304
720	-2578.631	-2903.447	324.8157	2.425663	0.963859	0.4758675
